refYear,partner_group,flow_india,cmdCode,cmdDesc,trade_value_usd
2023,China,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9574683.673
2023,China,Export,75,Nickel and articles thereof,9064259.711
2023,China,Export,8,"Fruit and nuts, edible; peel of citrus fruit or melons",8976798.864
2023,China,Export,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8491509.657
2023,China,Export,69,Ceramic products,7465099.562
2023,China,Export,54,Man-made filaments; strip and the like of man-made textile materials,7170151.038
2023,China,Export,96,Miscellaneous manufactured articles,7057492.435
2023,China,Export,21,Miscellaneous edible preparations,5808021.184
2023,China,Export,92,Musical instruments; parts and accessories of such articles,5804118.883
2023,China,Export,35,Albuminoidal substances; modified starches; glues; enzymes,5506688.294
2023,China,Export,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",5357960.567
2023,China,Export,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,4910021.861
2023,China,Export,81,"Metals; n.e.c., cermets and articles thereof",4825550.662
2023,China,Export,95,"Toys, games and sports requisites; parts and accessories thereof",3953216.487
2023,China,Export,91,Clocks and watches and parts thereof,3438755.008
2023,China,Export,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3064082.14
2023,China,Export,5,Animal originated products; not elsewhere specified or included,2890333.277
2023,China,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",2470363.806
2023,China,Export,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2178917.83
2023,China,Export,31,Fertilizers,2129434.232
2023,China,Export,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1923039.423
2023,China,Export,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",1842709.034
2023,China,Export,79,Zinc and articles thereof,1057571.979
2023,China,Export,99,Commodities not specified according to kind,995971.325
2023,China,Export,6,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",860656.413
2023,China,Export,22,"Beverages, spirits and vinegar",854012.547
2023,China,Export,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",539138.418
2023,China,Export,18,Cocoa and cocoa preparations,513923.205
2023,China,Export,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",360847.939
2023,China,Export,60,Fabrics; knitted or crocheted,331790.642
2023,China,Export,80,Tin; articles thereof,210245.864
2023,China,Export,65,Headgear and parts thereof,191473.841
2023,China,Export,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",177235.298
2023,China,Export,37,Photographic or cinematographic goods,136408.253
2023,China,Export,89,"Ships, boats and floating structures",124447.769
2023,China,Export,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",107428.34
2023,China,Export,43,Furskins and artificial fur; manufactures thereof,76010.732
2023,China,Export,78,Lead and articles thereof,52149.086
2023,China,Export,97,Works of art; collectors' pieces and antiques,28422.414
2023,China,Export,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",8647.776
2023,China,Export,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,6139.877
2023,China,Export,45,Cork and articles of cork,5245.263
2023,China,Export,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",557.088
2024,China,Export,26,"Ores, slag and ash",2528461411.268
2024,China,Export,29,Organic chemicals,1234071910.052
2024,China,Export,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1224308955.927
2024,China,Export,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",1118963368.75
2024,China,Export,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",1118644579.903
2024,China,Export,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",842791945.285
2024,China,Export,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",802061220.672
2024,China,Export,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",798218597.138
2024,China,Export,9,"Coffee, tea, mate and spices",675539921.561
2024,China,Export,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",468714026.465
2024,China,Export,52,Cotton,430407966.456
2024,China,Export,74,Copper and articles thereof,398494492.944
2024,China,Export,39,Plastics and articles thereof,304673885.583
2024,China,Export,76,Aluminium and articles thereof,278838608.537
2024,China,Export,72,Iron and steel,246662493.864
2024,China,Export,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",228722650.1
2024,China,Export,38,Chemical products n.e.c.,201811306.498
2024,China,Export,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",187187474.214
2024,China,Export,88,"Aircraft, spacecraft, and parts thereof",144107658.227
2024,China,Export,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",135237597.24
2024,China,Export,7,Vegetables and certain roots and tubers; edible,106134649.513
2024,China,Export,23,"Food industries, residues and wastes thereof; prepared animal fodder",99575512.242
2024,China,Export,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",97878011.675
2024,China,Export,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,97781159.849
2024,China,Export,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",97178424.053
2024,China,Export,73,Iron or steel articles,89799913.176
2024,China,Export,30,Pharmaceutical products,83987340.081
2024,China,Export,40,Rubber and articles thereof,75986680.76
2024,China,Export,64,Footwear; gaiters and the like; parts of such articles,68643299.626
2024,China,Export,13,"Lac; gums, resins and other vegetable saps and extracts",64895632.329
2024,China,Export,10,Cereals,57844622.837
2024,China,Export,41,Raw hides and skins (other than furskins) and leather,46332963.683
2024,China,Export,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",33754368.508
2024,China,Export,17,Sugars and sugar confectionery,33431492.953
2024,China,Export,62,Apparel and clothing accessories; not knitted or crocheted,31982250.948
2024,China,Export,50,Silk,31941982.573
2024,China,Export,61,Apparel and clothing accessories; knitted or crocheted,28892472.855
2024,China,Export,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",25576953.995
2024,China,Export,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",25501390.709
2024,China,Export,54,Man-made filaments; strip and the like of man-made textile materials,25101891.707
2024,China,Export,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",24217087.866
2024,China,Export,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",21248217.668
2024,China,Export,70,Glass and glassware,20971452.151
2024,China,Export,57,Carpets and other textile floor coverings,18819083.164
2024,China,Export,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",16306689.811
2024,China,Export,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",15302060.661
2024,China,Export,55,Man-made staple fibres,14559619.258
2024,China,Export,44,Wood and articles of wood; wood charcoal,12850260.502
2024,China,Export,20,"Preparations of vegetables, fruit, nuts or other parts of plants",11570145.666
2024,China,Export,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,10676667.61
2024,China,Export,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",10618345.336
2024,China,Export,75,Nickel and articles thereof,10417182.925
2024,China,Export,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",10345500.372
2024,China,Export,69,Ceramic products,9851599.0
2024,China,Export,96,Miscellaneous manufactured articles,8196758.337
2024,China,Export,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8138517.535
2024,China,Export,81,"Metals; n.e.c., cermets and articles thereof",7680210.782
2024,China,Export,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",7548907.593
2024,China,Export,21,Miscellaneous edible preparations,6177753.884
2024,China,Export,8,"Fruit and nuts, edible; peel of citrus fruit or melons",6146268.165
2024,China,Export,79,Zinc and articles thereof,6106235.487
2024,China,Export,83,Metal; miscellaneous products of base metal,5939559.162
2024,China,Export,92,Musical instruments; parts and accessories of such articles,5462215.669
2024,China,Export,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,4670822.721
2024,China,Export,95,"Toys, games and sports requisites; parts and accessories thereof",4015199.861
2024,China,Export,78,Lead and articles thereof,3950027.008
2024,China,Export,31,Fertilizers,3634892.683
2024,China,Export,35,Albuminoidal substances; modified starches; glues; enzymes,3581629.899
2024,China,Export,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",2820426.083
2024,China,Export,5,Animal originated products; not elsewhere specified or included,2675144.149
2024,China,Export,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",2634394.272
2024,China,Export,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",2361623.649
